"title","name","start","end","value"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(윤종필의원 등 10인)","2017-08-04","2017-08-04","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(박광온의원 등 10인)","2017-08-03","2017-08-03","2"
"가정","  가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(박광온의원 등 10인)","2017-08-02","2017-08-02","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(박광온의원 등 10인)","2017-08-02","2017-08-02","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김민기의원 등 11인)","2017-07-14","2017-07-14","2"
"가정","  가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(유재중의원 등 10인)","2017-07-14","2017-07-14","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(이찬열의원 등 11인)","2017-07-11","2017-07-11","2"
"가정","  국가정보원직원법 일부개정법률안(박광온의원 등 10인)","2017-07-10","2017-07-10","2"
"가정","  국가정보원직원법 일부개정법률안(천정배의원 등 11인)","2017-07-05","2017-07-05","2"
"가정","  국가정보원법 전부개정법률안(천정배의원 등 11인)","2017-07-05","2017-07-05","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(서형수의원 등 11인)","2017-07-04","2017-07-04","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(정춘숙의원 등 10인)","2017-06-30","2017-06-30","2"
"가정","  국가정보원직원법 일부개정법률안(진선미의원 등 18인)","2017-06-27","2017-06-27","2"
"가정","  국가정보원법 전부개정법률안(진선미의원 등 18인)","2017-06-27","2017-06-27","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(이종배의원 등 10인)","2017-06-23","2017-06-23","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김순례의원 등 10인)","2017-06-23","2017-06-23","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(박주현의원 등 10인)","2017-06-15","2017-06-15","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(정갑윤의원 등 10인)","2017-06-14","2017-06-14","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(심상정의원 등 11인)","2017-06-12","2017-06-12","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(소병훈의원 등 14인)","2017-06-05","2017-06-05","2"
"가정","  국가정보화 기본법 일부개정법률안(안호영의원 등 17인)","2017-05-30","2017-05-30","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(박경미의원 등 13인)","2017-05-22","2017-05-22","2"
"가정","  국가정보원법 일부개정법률안(김성원의원 등 10인)","2017-05-19","2017-05-19","2"
"가정","  국가정보원장후보자(서 훈) 인사청문요청안","2017-05-15","2017-05-15","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(송옥주의원 등 21인)","2017-05-04","2018-12-27","1"
"가정","  가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(표창원의원 등 10인)","2017-04-26","2017-04-26","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(위성곤의원 등 12인)","2017-04-12","2017-04-12","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(나경원의원 등 13인)","2017-04-11","2017-04-11","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(송옥주의원 등 19인)","2017-04-07","2017-04-07","2"
"가정","  국가정보화 기본법 일부개정법률안(윤영석의원 등 11인)","2017-04-06","2018-01-30","7"
"가정","  국가정보화 기본법 일부개정법률안(윤영석의원 등 10인)","2017-04-05","2018-01-30","7"
"가정","  출산·양육가정 지원에 관한 법률안(양승조의원 등 13인)","2017-03-17","2017-03-17","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김영춘의원 등 19인)","2017-03-16","2017-03-16","2"
"가정","  가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(남인순의원 등 10인)","2017-03-08","2017-03-08","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(이용득의원 등 12인)","2017-03-07","2017-03-07","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김해영의원 등 10인)","2017-03-06","2017-03-06","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(신용현의원 등 14인)","2017-03-03","2017-03-03","2"
"가정","  가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(이원욱의원 등 21인)","2017-02-28","2017-02-28","2"
"가정","  국가정보화 기본법 일부개정법률안(김승희의원 등 10인)","2017-02-13","2018-01-30","7"
"가정","  가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(이명수의원 등 11인)","2017-02-09","2017-09-28","6"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(유승민의원 등 33인)","2017-01-31","2017-01-31","2"
"가정","  국가정보원법 일부개정법률안(김수민의원 등 10인)","2016-12-29","2016-12-29","2"
"가정","  국가정보원법 일부개정법률안(박찬대의원 등 10인)","2016-12-29","2016-12-29","2"
"가정","  건강가정기본법 일부개정법률안(함진규의원 등 10인)","2016-12-29","2016-12-29","2"
"가정","  가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(함진규의원 등 10인)","2016-12-29","2016-12-29","2"
"가정","  국가정보화 기본법 일부개정법률안(원유철의원 등 18인)","2016-12-16","2016-12-16","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김정재의원 등 10인)","2016-12-14","2016-12-14","2"
"가정","  국가정보화 기본법 일부개정법률안(유재중의원 등 10인)","2016-12-13","2018-01-30","7"
"가정","  국가정보원직원법 일부개정법률안(김해영의원 등 11인)","2016-12-06","2016-12-06","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(한정애의원 등 15인)","2016-11-17","2016-11-17","2"
"가정","  국가정보화 기본법 일부개정법률안(신상진의원 등 11인)","2016-11-16","2018-01-30","7"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(이정미의원 등 10인)","2016-11-15","2017-11-09","7"
"가정","  국가정보화 기본법 일부개정법률안(민경욱의원 등 13인)","2016-11-09","2018-01-30","7"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(남인순의원 등 11인)","2016-11-04","2016-11-04","2"
"가정","  가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(소병훈의원 등 10인)","2016-11-02","2016-11-02","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안","2016-10-21","2016-10-21","2"
"가정","  국가정보화 기본법 일부개정법률안(김성태의원 등 12인)","2016-08-31","2017-02-23","6"
"가정","  국가정보원직원법 일부개정법률안(이춘석의원 등 10인)","2016-08-26","2016-08-26","2"
"가정","  가정폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안(정춘숙의원 등 22인)","2016-08-24","2017-11-24","6"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(권미혁의원 등 11인)","2016-08-23","2017-11-09","7"
"가정","  국가정보화 기본법 일부개정법률안","2016-08-22","2017-09-28","6"
